loan_amount;emp_length;home_ownership;income;loan_purpose;debt_to_income;credit_score;recent_inquiry;delinquent;credit_accounts;bad_public_record;credit_utilization;past_bankrupt;outcome
MEDIUM;10+ years;MORTGAGE;LOW;credit_card;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;RENT;MEDIUM;vacation;LOW;LOW;YES;MORE THAN 2 YEARS;FEW;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;2 - 5 years;MORTGAGE;HIGH;home_improvement;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;LOW;NO;default
LOW;10+ years;MORTGAGE;MEDIUM;other;LOW;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;unemployed;MORTGAGE;LOW;debt_consolidation;HIGH;LOW;YES;NEVER;FEW;NO;HIGH;NO;default
HIGH;6 - 9 years;MORTGAGE;HIGH;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;10+ years;MORTGAGE;MEDIUM;credit_card;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;HIGH;NO;default
HIGH;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;HIGH;credit_card;LOW;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
LOW;6 - 9 years;MORTGAGE;HIGH;medical;HIGH;LOW;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;6 - 9 years;OWN;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
LOW;2 - 5 years;MORTGAGE;MEDIUM;other;AVERAGE;LOW;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;RENT;LOW;other;AVERAGE;LOW;NO;NEVER;FEW;NO;HIGH;NO;default
HIGH;2 - 5 years;RENT;HIGH;credit_card;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
LOW;2 - 5 years;MORTGAGE;LOW;major_purchase;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;repaid
HIGH;2 - 5 years;RENT;HIGH;debt_consolidation;AVERAGE;LOW;YES;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;default
MEDIUM;10+ years;RENT;LOW;credit_card;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
LOW;10+ years;MORTGAGE;MEDIUM;medical;HIGH;AVERAGE;YES;NEVER;AVERAGE;YES;LOW;NO;default
MEDIUM;2 - 5 years;RENT;MEDIUM;other;HIGH;LOW;NO;MORE THAN 2 YEARS;MANY;NO;LOW;NO;default
HIGH;10+ years;MORTGAGE;HIGH;credit_card;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;HIGH;credit_card;LOW;LOW;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;< 2 years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;6 - 9 years;RENT;HIGH;credit_card;LOW;LOW;YES;IN PAST 2 YEARS;MANY;NO;MEDIUM;NO;default
HIGH;2 - 5 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;6 - 9 years;RENT;MEDIUM;other;HIGH;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;default
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
HIGH;< 2 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;10+ years;RENT;MEDIUM;debt_consolidation;LOW;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;LOW;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;LOW;debt_consolidation;HIGH;LOW;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;2 - 5 years;MORTGAGE;MEDIUM;home_improvement;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;LOW;credit_card;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;wedding;HIGH;LOW;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;MEDIUM;car;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;OWN;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;credit_card;HIGH;LOW;NO;NEVER;MANY;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;MEDIUM;small_business;LOW;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;HIGH;small_business;LOW;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;repaid
MEDIUM;10+ years;RENT;MEDIUM;small_business;LOW;LOW;YES;MORE THAN 2 YEARS;AVERAGE;NO;LOW;NO;repaid
MEDIUM;6 - 9 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;MEDIUM;wedding;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
LOW;10+ years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;10+ years;RENT;MEDIUM;credit_card;AVERAGE;LOW;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;MEDIUM;major_purchase;AVERAGE;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
HIGH;2 - 5 years;RENT;MEDIUM;credit_card;AVERAGE;HIGH;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;small_business;AVERAGE;AVERAGE;YES;IN PAST 2 YEARS;AVERAGE;NO;LOW;NO;repaid
HIGH;6 - 9 years;RENT;MEDIUM;small_business;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;unemployed;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;< 2 years;OWN;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;LOW;NO;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;LOW;credit_card;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;IN PAST 2 YEARS;MANY;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;YES;MEDIUM;NO;repaid
HIGH;2 - 5 years;RENT;MEDIUM;credit_card;AVERAGE;HIGH;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;< 2 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;< 2 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;MEDIUM;debt_consolidation;LOW;LOW;YES;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;< 2 years;MORTGAGE;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;RENT;LOW;wedding;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;FEW;NO;HIGH;NO;repaid
MEDIUM;< 2 years;RENT;MEDIUM;other;HIGH;AVERAGE;NO;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;debt_consolidation;LOW;HIGH;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
HIGH;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;RENT;MEDIUM;credit_card;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
HIGH;6 - 9 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;< 2 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;wedding;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;< 2 years;RENT;LOW;small_business;LOW;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;10+ years;RENT;MEDIUM;credit_card;LOW;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
HIGH;10+ years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
HIGH;6 - 9 years;RENT;LOW;credit_card;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;< 2 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;LOW;NO;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;default
HIGH;2 - 5 years;RENT;HIGH;debt_consolidation;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;MORTGAGE;HIGH;credit_card;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;default
MEDIUM;10+ years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;RENT;MEDIUM;credit_card;HIGH;LOW;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;OWN;HIGH;house;AVERAGE;LOW;YES;NEVER;MANY;NO;HIGH;NO;default
MEDIUM;10+ years;RENT;MEDIUM;credit_card;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;home_improvement;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;MEDIUM;debt_consolidation;LOW;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
LOW;6 - 9 years;RENT;LOW;vacation;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
HIGH;2 - 5 years;OWN;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
LOW;< 2 years;MORTGAGE;MEDIUM;small_business;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
LOW;2 - 5 years;MORTGAGE;MEDIUM;small_business;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;6 - 9 years;MORTGAGE;HIGH;debt_consolidation;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;RENT;HIGH;debt_consolidation;LOW;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;default
HIGH;2 - 5 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;6 - 9 years;RENT;LOW;debt_consolidation;AVERAGE;LOW;YES;IN PAST 2 YEARS;AVERAGE;NO;HIGH;NO;default
HIGH;< 2 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;credit_card;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
LOW;6 - 9 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;MEDIUM;NO;default
HIGH;< 2 years;RENT;HIGH;credit_card;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;10+ years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;< 2 years;MORTGAGE;HIGH;debt_consolidation;HIGH;LOW;YES;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;RENT;LOW;credit_card;AVERAGE;LOW;YES;NEVER;FEW;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;6 - 9 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;6 - 9 years;MORTGAGE;MEDIUM;home_improvement;HIGH;AVERAGE;YES;NEVER;MANY;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;LOW;credit_card;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;< 2 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;RENT;MEDIUM;credit_card;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;default
MEDIUM;10+ years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
LOW;2 - 5 years;MORTGAGE;HIGH;debt_consolidation;LOW;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;default
HIGH;10+ years;MORTGAGE;HIGH;small_business;HIGH;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;10+ years;RENT;MEDIUM;credit_card;HIGH;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;MORTGAGE;MEDIUM;home_improvement;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
LOW;10+ years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;LOW;credit_card;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;default
HIGH;6 - 9 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;OWN;MEDIUM;credit_card;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;10+ years;OWN;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;repaid
MEDIUM;< 2 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;repaid
HIGH;2 - 5 years;OWN;MEDIUM;credit_card;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;repaid
LOW;6 - 9 years;MORTGAGE;MEDIUM;home_improvement;AVERAGE;LOW;YES;NEVER;MANY;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;FEW;NO;MEDIUM;NO;default
HIGH;2 - 5 years;OWN;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
HIGH;10+ years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;repaid
HIGH;< 2 years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;LOW;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;RENT;LOW;credit_card;HIGH;AVERAGE;YES;NEVER;MANY;NO;HIGH;NO;repaid
MEDIUM;10+ years;RENT;HIGH;debt_consolidation;LOW;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;repaid
HIGH;< 2 years;RENT;HIGH;debt_consolidation;HIGH;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;2 - 5 years;MORTGAGE;HIGH;credit_card;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
LOW;< 2 years;MORTGAGE;MEDIUM;other;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;6 - 9 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;MEDIUM;credit_card;LOW;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;< 2 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;repaid
HIGH;10+ years;MORTGAGE;MEDIUM;credit_card;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;RENT;MEDIUM;credit_card;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;HIGH;NO;repaid
MEDIUM;< 2 years;RENT;MEDIUM;wedding;LOW;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;HIGH;debt_consolidation;LOW;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;RENT;LOW;other;LOW;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
HIGH;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;HIGH;NO;repaid
HIGH;10+ years;RENT;MEDIUM;other;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;YES;MEDIUM;YES;repaid
MEDIUM;2 - 5 years;RENT;LOW;credit_card;HIGH;LOW;NO;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;6 - 9 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;home_improvement;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;< 2 years;RENT;MEDIUM;credit_card;AVERAGE;LOW;YES;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;default
MEDIUM;< 2 years;OWN;MEDIUM;credit_card;AVERAGE;LOW;YES;NEVER;MANY;YES;MEDIUM;YES;repaid
HIGH;2 - 5 years;MORTGAGE;HIGH;small_business;LOW;AVERAGE;NO;NEVER;FEW;NO;MEDIUM;NO;default
HIGH;10+ years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
LOW;6 - 9 years;RENT;MEDIUM;debt_consolidation;AVERAGE;LOW;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;6 - 9 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;6 - 9 years;RENT;MEDIUM;debt_consolidation;LOW;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;MEDIUM;debt_consolidation;LOW;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
HIGH;6 - 9 years;OWN;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;default
HIGH;< 2 years;RENT;HIGH;debt_consolidation;AVERAGE;HIGH;YES;NEVER;AVERAGE;NO;LOW;NO;default
MEDIUM;unemployed;RENT;LOW;credit_card;AVERAGE;LOW;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;2 - 5 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;RENT;MEDIUM;debt_consolidation;HIGH;LOW;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;HIGH;debt_consolidation;LOW;AVERAGE;NO;IN PAST 2 YEARS;FEW;NO;MEDIUM;NO;default
LOW;unemployed;RENT;HIGH;other;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;LOW;NO;default
LOW;10+ years;RENT;MEDIUM;other;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;FEW;NO;HIGH;NO;default
HIGH;2 - 5 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;10+ years;MORTGAGE;MEDIUM;credit_card;LOW;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;default
HIGH;unemployed;MORTGAGE;HIGH;home_improvement;LOW;AVERAGE;NO;NEVER;FEW;NO;MEDIUM;NO;default
LOW;unemployed;OWN;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
LOW;2 - 5 years;RENT;MEDIUM;credit_card;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;default
LOW;10+ years;MORTGAGE;HIGH;medical;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;6 - 9 years;OWN;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;6 - 9 years;RENT;MEDIUM;credit_card;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
LOW;unemployed;MORTGAGE;MEDIUM;home_improvement;HIGH;LOW;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;credit_card;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
HIGH;10+ years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;6 - 9 years;MORTGAGE;HIGH;other;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
HIGH;6 - 9 years;RENT;MEDIUM;vacation;LOW;HIGH;NO;NEVER;FEW;NO;LOW;NO;repaid
HIGH;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;MORTGAGE;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;FEW;YES;MEDIUM;YES;default
HIGH;10+ years;RENT;HIGH;credit_card;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;major_purchase;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;LOW;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;credit_card;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;small_business;LOW;HIGH;NO;NEVER;FEW;NO;HIGH;NO;default
HIGH;2 - 5 years;MORTGAGE;HIGH;home_improvement;AVERAGE;LOW;YES;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;LOW;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;default
MEDIUM;< 2 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;LOW;NO;default
